forecast_timestamp,team,group,spi,global_o,global_d,sim_wins,sim_ties,sim_losses,sim_goal_diff,goals_scored,goals_against,group_1,group_2,group_3,group_4,make_round_of_16,make_quarters,make_semis,make_final,win_league,timestamp
2022-11-27 20:55:12 UTC,Brazil,G,93.65727,3.15479,0.26042,2.44601,0.39427,0.15972,5.06007,6.02309,0.96302,0.85218,0.1302,0.01648,0.00114,0.98238,0.76379,0.50303,0.36708,0.24406,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Spain,E,90.62031,2.84092,0.33577,1.61383,1.24716,0.13901,8.04634,9.75983,1.71349,0.84871,0.14258,0.00871,0.0,0.99129,0.72488,0.37064,0.24325,0.14225,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,France,D,90.1491,3.03006,0.45553,2.65133,0.23708,0.11159,5.18722,7.78687,2.59965,0.99992,8.0e-05,0.0,0.0,1.0,0.75623,0.47379,0.26825,0.13206,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Portugal,H,87.30309,2.80698,0.52026,2.00611,0.55847,0.43542,2.23357,6.03934,3.80577,0.66633,0.20856,0.11356,0.01155,0.87489,0.49475,0.27217,0.14702,0.06955,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Argentina,C,86.02625,2.48839,0.42171,1.57988,0.26659,1.15353,1.90343,4.6153,2.71187,0.57438,0.20267,0.22213,0.00082,0.77705,0.49572,0.30025,0.13155,0.06686,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,England,B,85.40758,2.54769,0.48612,1.59932,1.25784,0.14284,4.99032,7.6877,2.69738,0.82112,0.17809,0.00079,0.0,0.99921,0.6014,0.29558,0.14473,0.06537,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Germany,E,88.86004,3.15327,0.60378,0.80521,1.14317,1.05162,1.01435,4.51681,3.50246,0.0,0.67396,0.13125,0.19479,0.67396,0.42321,0.23924,0.12888,0.06007,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Netherlands,A,84.3837,2.59307,0.56564,1.77771,1.15351,0.06878,3.91236,5.56943,1.65707,0.75786,0.23289,0.00925,0.0,0.99075,0.59798,0.32068,0.12278,0.05618,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Croatia,F,80.87388,2.30506,0.57143,1.38889,1.28555,0.32556,3.13527,5.36909,2.23382,0.54532,0.21507,0.23961,0.0,0.76039,0.3183,0.13749,0.06445,0.02604,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Uruguay,H,79.70107,2.11082,0.5055,0.82456,1.58639,0.58905,0.47051,2.43968,1.96917,0.2038,0.3671,0.29427,0.13483,0.5709,0.21477,0.09769,0.04822,0.02038,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Ecuador,A,75.81562,1.93859,0.56118,1.36865,1.33415,0.2972,2.13664,4.04729,1.91065,0.17587,0.53322,0.29091,0.0,0.70909,0.3103,0.12575,0.04556,0.01702,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Switzerland,G,77.52036,2.16944,0.64044,1.5118,0.53128,0.95692,0.00057,2.95793,2.95736,0.13218,0.54066,0.29995,0.02721,0.67284,0.27404,0.11104,0.04702,0.01698,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Denmark,D,77.67855,2.14044,0.61433,0.51944,1.27889,1.20167,-0.32478,2.52903,2.85381,0.0,0.50938,0.35475,0.13587,0.50938,0.23992,0.11571,0.03529,0.01422,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Morocco,F,74.98677,1.90939,0.57595,1.39403,1.31373,0.29224,2.20598,3.19564,0.98966,0.25713,0.65382,0.08905,0.0,0.91095,0.2775,0.08881,0.03802,0.01357,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Belgium,F,79.43852,2.39434,0.69623,1.32556,0.28555,1.38889,-1.13527,2.23382,3.36909,0.19755,0.13111,0.60312,0.06822,0.32866,0.12951,0.05175,0.02349,0.00908,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Poland,C,68.95006,1.84231,0.77859,1.15353,1.26659,0.57988,1.09657,2.71187,1.6153,0.35903,0.38819,0.25278,0.0,0.74722,0.24501,0.08912,0.02155,0.00622,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,USA,B,72.55486,1.91623,0.68239,0.37683,2.31468,0.30849,0.13568,2.16684,2.03116,0.05494,0.32189,0.51546,0.10771,0.37683,0.14755,0.06248,0.01743,0.00609,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Iran,B,69.25599,1.78397,0.72133,1.30849,0.31468,1.37683,-2.13568,5.03116,7.16684,0.12361,0.45528,0.36701,0.0541,0.57889,0.20397,0.07583,0.01904,0.00597,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Serbia,G,74.55183,2.10043,0.72657,0.77034,0.59409,1.63557,-1.72818,2.51303,4.24121,0.01075,0.28358,0.39677,0.3089,0.29433,0.10962,0.0436,0.01704,0.00544,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Senegal,A,73.00354,1.88325,0.64005,1.2972,0.33415,1.36865,-0.13664,3.91065,4.04729,0.06627,0.23389,0.69738,0.00246,0.30016,0.12431,0.04615,0.01545,0.00531,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Japan,E,73.67885,1.98526,0.68384,1.13901,0.24716,1.61383,-1.04634,2.71349,3.75983,0.13901,0.05643,0.8044,0.00016,0.19544,0.09626,0.03065,0.01302,0.00493,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,South Korea,H,69.97266,1.74252,0.66092,0.61581,1.58278,0.80141,-0.46439,2.03181,2.4962,0.11499,0.27098,0.37108,0.24295,0.38597,0.1032,0.03704,0.01418,0.00492,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Mexico,C,72.44435,1.79005,0.59636,0.46415,1.30576,1.23009,-1.53332,1.32549,2.85881,0.0,0.16975,0.2944,0.53585,0.16975,0.04679,0.01982,0.00729,0.00233,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Australia,D,62.44587,1.61996,0.86734,1.20167,0.27889,1.51944,-2.67522,2.85381,5.52903,8.0e-05,0.44909,0.49314,0.05769,0.44917,0.13367,0.04121,0.00703,0.00177,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Saudi Arabia,C,62.01155,1.65981,0.91933,1.23009,0.30576,1.46415,-1.46668,2.85881,4.32549,0.06659,0.23939,0.23069,0.46333,0.30598,0.06693,0.02153,0.00497,0.00133,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Ghana,H,60.03229,1.50523,0.8658,0.38435,0.6107,2.00495,-2.23969,3.42603,5.66572,0.01488,0.15336,0.22109,0.61067,0.16824,0.02485,0.00664,0.00208,0.00055,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Tunisia,D,65.92204,1.54964,0.67071,0.11159,1.23708,1.65133,-2.18722,0.59965,2.78687,0.0,0.04145,0.15211,0.80644,0.04145,0.01573,0.00637,0.00154,0.0005,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Cameroon,G,63.62287,1.59463,0.79825,0.28349,0.45708,2.25943,-3.33246,1.2463,4.57876,0.00489,0.04556,0.2868,0.66275,0.05045,0.01498,0.00455,0.00155,0.00046,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Wales,B,65.1679,1.6696,0.79776,0.14284,1.25784,1.59932,-2.99032,1.69738,4.6877,0.00033,0.04474,0.11674,0.83819,0.04507,0.01449,0.00573,0.00119,0.00029,2022-11-27 20:56:37 UTC
2022-11-27 20:55:12 UTC,Costa Rica,E,52.89792,1.27862,0.94276,1.05162,0.14317,1.80521,-8.01435,1.50246,9.51681,0.01228,0.12703,0.05564,0.80505,0.13931,0.03034,0.00566,0.00105,0.0002,2022-11-27 20:56:37 UTC
